authors,docId,docLabel,docTitle,docType,doi,href,publicationDate,publisher,resolvedHref,status.active,details,abstract,references.bibliographic,contentType,revisionOf,status.stabilized,status.superseded,status.supersededBy,status.amended,status.amendedBy,status.reaffirmed,group,keywords,references.normative,status.draft,status.unknown,status.withdrawn,status.statusNote,status.supersededDate,status.versionless,status.amendedDate,docNumber,docPart,isbn,status.withdrawnDate,repo,relatedDocs,status.reaffirmDate,issn,releaseTag,status.latestVersion,status.state,status.stabilizedDate,status.withdrawnNotice,docElement,status.stage,status.supersededByr,xmlNamespace
undefined,SMPTE.RDD48.2018Am1.2022,SMPTE RDD 48:2018 Am1:2022,MXF Archive and Preservation Format Registered Disclosure Document,Registered Disclosure Document,10.5594/SMPTE.RDD48.2018Am1.2022,https://doi.org/10.5594/SMPTE.RDD48.2018Am1.2022,2022-02-22,SMPTE,undefined,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,48,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20220222-am1-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD49.2019,SMPTE RDD 49:2019,Professional Metadata (PMD) Specification,Registered Disclosure Document,10.5594/SMPTE.RDD49.2019,https://doi.org/10.5594/SMPTE.RDD49.2019,2019-01-25,SMPTE,https://pub.smpte.org/doc/rdd49/20190125-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,49,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20190125-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD5.2006,SMPTE RDD 5:2006,Film Grain Technology - Specifications for H.264 / MPEG-4 AVC Bitstreams,Registered Disclosure Document,10.5594/SMPTE.RDD5.2006,https://doi.org/10.5594/SMPTE.RDD5.2006,2006-03-06,SMPTE,https://pub.smpte.org/doc/rdd5/20060306-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20060306-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD50.2019,SMPTE RDD 50:2019,Avid DNxUncompressed – Packing definition and mapping to the MXF Generic Container,Registered Disclosure Document,10.5594/SMPTE.RDD50.2019,https://doi.org/10.5594/SMPTE.RDD50.2019,2019-07-30,SMPTE,https://pub.smpte.org/doc/rdd50/20190730-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,50,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20190730-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD51.2020,SMPTE RDD 51:2020,High Density Image Encoding for ARRIRAW Files,Registered Disclosure Document,10.5594/SMPTE.RDD51.2020,https://doi.org/10.5594/SMPTE.RDD51.2020,2020-04-09,SMPTE,https://pub.smpte.org/doc/rdd51/20200409-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,51,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20200409-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD52.2020,SMPTE RDD 52:2020,D-Cinema Packaging — SMPTE DCP Bv2.1 Application Profile,Registered Disclosure Document,10.5594/SMPTE.RDD52.2020,https://doi.org/10.5594/SMPTE.RDD52.2020,2020-05-18,SMPTE,https://pub.smpte.org/doc/rdd52/20200518-pub/,true,undefined,undefined,undefined,undefined,undefined,undefined,false,undefined,false,undefined,undefined,smpte-27c-tc,"[""DCinema"",""DCP Application"",""Packaging"",""DCP Core"",""Distribution"",""Metadata""]","[""SMPTE.ST428-7.2014"",""SMPTE.ST428-12.2013"",""SMPTE.ST429-2.2019"",""SMPTE.ST429-18.2019"",""SMPTE.ST429-19.2019"",""SMPTE.ST429-8.2007"",""SMPTE.ST429-7.2006"",""SMPTE.ST429-16.2014"",""SMPTE.ST2001-1.2015"",""SMPTE.ST429-6.2006Am1.2017"",""SMPTE.ST377.2004"",""ISO.15444-1.2016"",""DCI.DCSS.v1.3.2018-0627"",""IANA.LSR"",""RFC5646"",""RFC4122"",""ISDCF.DCNC""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,52,undefined,undefined,undefined,https://github.com/SMPTE/rdd52/,undefined,undefined,undefined,20200518-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD53,SMPTE RDD 53,Hybrid Tone Mapping of digital cinema content for distribution of multiple dynamic range,Registered Disclosure Document,undefined,undefined,undefined,SMPTE,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,smpte-27c-tc,undefined,null,true,undefined,undefined,undefined,undefined,undefined,undefined,53,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD54.2022,SMPTE RDD 54:2022,Material Exchange Format — Mapping ARRIRAW Bitstreams into the MXF Generic Container,Registered Disclosure Document,10.5594/SMPTE.RDD54.2022,https://doi.org/10.5594/SMPTE.RDD54.2022,2022-05-05,SMPTE,https://pub.smpte.org/doc/rdd54/20220505-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,54,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20220505-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD55.2022,SMPTE RDD 55:2022,Material Exchange Format — Carriage of ARRI Camera System Metadata,Registered Disclosure Document,10.5594/SMPTE.RDD55.2022,https://doi.org/10.5594/SMPTE.RDD55.2022,2022-05-05,SMPTE,https://pub.smpte.org/doc/rdd55/20220505-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,55,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20220505-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD56.2021,SMPTE RDD 56:2021,Track File for JPEG 2000 Codestreams with Time-Synchronous Metadata,Registered Disclosure Document,10.5594/SMPTE.RDD56.2021,https://doi.org/10.5594/SMPTE.RDD56.2021,2021-02-25,SMPTE,https://my.smpte.org/s/product-details?id=a1BVR0000007Na9,true,undefined,undefined,undefined,undefined,undefined,undefined,false,undefined,false,undefined,undefined,smpte-35pm-tc,undefined,"[""SMPTE.ST410.2008"",""SMPTE.ST422.2019"",""SMPTE.ST429-17.2017"",""SMPTE.ST2067-2.2020"",""SMPTE.ST2067-5.2020"",""SMPTE.ST2067-21.2020"",""W3C.xml.20040204"",""ISO.10646.2017"",""ISO.15444-1.2016""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,56,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20210225-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD57.2021,SMPTE RDD 57:2021,SMPTE ST 2098-2 Immersive Audio Bitstream and Packaging Constraints: IAB Application Profile 1,Registered Disclosure Document,10.5594/SMPTE.RDD57.2021,https://doi.org/10.5594/SMPTE.RDD57.2021,2021-02-25,SMPTE,https://pub.smpte.org/doc/rdd57/20210225-pub/,true,undefined,undefined,undefined,undefined,undefined,undefined,false,undefined,false,undefined,undefined,smpte-27c-tc,"[""Audio"",""DCinema"",""DCP Application"",""Packaging"",""Immersive Audio"",""Sound""]","[""SMPTE.ST2098-2.2019"",""SMPTE.ST429-18.2019"",""SMPTE.ST429-19.2019"",""SMPTE.RDD52.2020"",""SMPTE.ST429-7.2006"",""ISDCF.DCNC""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,57,undefined,undefined,undefined,undefined,"[""ISDCF.D15.2020""]",undefined,undefined,20210225-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD58.2021,SMPTE RDD 58:2021,Carriage of Live Production Metadata,Registered Disclosure Document,10.5594/SMPTE.RDD58.2021,https://doi.org/10.5594/SMPTE.RDD58.2021,2021-05-10,SMPTE,undefined,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,58,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20210510-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD59-1.2022,SMPTE RDD 59-1:2022,Interoperable Master Format — Application DPP (ProRes),Registered Disclosure Document,10.5594/SMPTE.RDD59-1.2022,https://doi.org/10.5594/SMPTE.RDD59-1.2022,2022-09-16,SMPTE,https://pub.smpte.org/doc/rdd59-1/20220916-pub/,true,DPP,undefined,"[""SMPTE.ST2067-9.2018"",""SMPTE.ER1006.2021"",""DPP.005"",""DPP.004""]",undefined,undefined,undefined,false,undefined,false,undefined,undefined,smpte-35pm-tc,"[""IMF"",""IMF Application"",""Compression"",""File Format""]","[""SMPTE.RDD45.2022"",""SMPTE.ST2067-2"",""SMPTE.ST2067-3.2020"",""DPP.003"",""SMPTE.ST377-42"",""SMPTE.ST2067-8"",""AMWA.AS-11""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,59,1,undefined,undefined,https://github.com/SMPTE/rdd59-1/,undefined,undefined,undefined,20220916-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD6.2008,SMPTE RDD 6:2008,Description and Guide to the Use of the Dolby® E Audio Metadata Serial Bitstream,Registered Disclosure Document,10.5594/SMPTE.RDD6.2008,https://doi.org/10.5594/SMPTE.RDD6.2008,2008-03-12,SMPTE,https://pub.smpte.org/doc/rdd6/20080312-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,smpte-10e-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20080312-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD60.2025-05,SMPTE RDD 60:2025-05,Material Exchange Format (MXF) — Mapping Immersive Audio Bitstream into the MXF Generic Container for Repository File Formats,Registered Disclosure Document,10.5594/SMPTE.RDD60.2025-05,https://doi.org/10.5594/SMPTE.RDD60.2025-05,2025-05-12,SMPTE,undefined,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,60,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20250512-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD61.2025-05,SMPTE RDD 61:2025-05,Material Exchange Format — Mapping ARRICORE Bitstreams into the MXF Generic Container,Registered Disclosure Document,10.5594/SMPTE.RDD61.2025-05,https://doi.org/10.5594/SMPTE.RDD61.2025-05,2025-05-12,SMPTE,undefined,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,61,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20250512-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD8.2008,SMPTE RDD 8:2008,Storage and Distribution of Teletext Subtitles and VBI Data for High-Definition Television,Registered Disclosure Document,10.5594/SMPTE.RDD8.2008,https://doi.org/10.5594/SMPTE.RDD8.2008,2008-09-17,SMPTE,https://pub.smpte.org/doc/rdd8/20080917-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20080917-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD9.2006,SMPTE RDD 9:2006,MXF Interoperability Specification of Sony MPEG Long GOP Products,Registered Disclosure Document,10.5594/SMPTE.RDD9.2006,https://doi.org/10.5594/SMPTE.RDD9.2006,2006-04-17,SMPTE,https://pub.smpte.org/doc/rdd9/20060417-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.RDD9.2009""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2009-06-22,undefined,undefined,9,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20060417-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD9.2009,SMPTE RDD 9:2009,MXF Interoperability Specification of Sony MPEG Long GOP Products,Registered Disclosure Document,10.5594/SMPTE.RDD9.2009,https://doi.org/10.5594/SMPTE.RDD9.2009,2009-06-22,SMPTE,https://pub.smpte.org/doc/rdd9/20090622-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.RDD9.2013""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2013-02-06,undefined,undefined,9,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20090622-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD9.2013,SMPTE RDD 9:2013,MXF Interoperability Specification of Sony MPEG Long GOP Products,Registered Disclosure Document,10.5594/SMPTE.RDD9.2013,https://doi.org/10.5594/SMPTE.RDD9.2013,2013-02-06,SMPTE,https://pub.smpte.org/doc/rdd9/20130206-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,9,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20130206-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP103.1994,SMPTE RP 103:1994,"Care, Storage, Operation, Handling and Shipping of Magnetic Tape for Television",Recommended Practice,10.5594/SMPTE.RP103.1994,https://doi.org/10.5594/SMPTE.RP103.1994,1994-12-07,SMPTE,undefined,true,undefined,undefined,null,undefined,undefined,true,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,103,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19941207-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP104.2005,SMPTE RP 104:2005,Cross-Modulation Tests for Variable-Area Photographic Audio Tracks,Recommended Practice,10.5594/SMPTE.RP104.2005,https://doi.org/10.5594/SMPTE.RP104.2005,2005-12-16,SMPTE,https://pub.smpte.org/doc/rp104/20051216-pub/,true,undefined,undefined,"[""10.5594-J14711"",""10.5594-J07583"",""10.5594-J07182""]",undefined,undefined,true,false,undefined,false,undefined,true,smpte-27c-tc,"[""Film"",""Projection"",""Test & Measurement"",""Audio"",""Sound""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,104,undefined,undefined,undefined,undefined,undefined,2010-07-01,undefined,20051216-pub,true,undefined,2015-07-01,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP105.1994,SMPTE RP 105:1994,"Method for Determining the Degree of Jump and Weave in 70-, 35- and 16-mm Motion-Picture Projected Images",Recommended Practice,undefined,undefined,undefined,SMPTE,undefined,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.RP105.1995""]",undefined,undefined,undefined,smpte-27c-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,105,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP105.1995,SMPTE RP 105:1995,"Method for Determining the Degree of Jump and Weave in 70-, 35- and 16-mm Motion-Picture Projected Images",Recommended Practice,undefined,undefined,undefined,SMPTE,undefined,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.RP105.2003""]",undefined,undefined,undefined,smpte-27c-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,105,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP105.2003,SMPTE RP 105:2003,"Method for Determining the Degree of Jump and Weave in 70-, 35- and 16-mm Motion-Picture Projected Images",Recommended Practice,10.5594/SMPTE.RP105.2003,https://doi.org/10.5594/SMPTE.RP105.2003,2003-10-20,SMPTE,https://pub.smpte.org/doc/rp105/20031020-pub/,true,undefined,undefined,"[""SMPTE.RP40.2003"",""SMPTE.RP82.1995"",""SMPTE.RP91.2002""]",undefined,undefined,true,false,undefined,false,undefined,true,smpte-27c-tc,"[""Film"",""Projection"",""Test & Measurement"",""35mm"",""16mm"",""70mm"",""Projector""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,105,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20031020-pub,true,undefined,2016-12-01,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP106.1994,SMPTE RP 106:1994,Film Tension in 35-mm Motion-Picture Systems Operating Under 0.9 m/s (180 ft / min),Recommended Practice,10.5594/SMPTE.RP106.1994,https://doi.org/10.5594/SMPTE.RP106.1994,1994-02-08,SMPTE,https://pub.smpte.org/doc/rp106/19940208-pub/,true,undefined,undefined,null,undefined,undefined,true,false,undefined,false,undefined,true,smpte-27c-tc,"[""Film"",""Test & Measurement"",""35mm""]",null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,106,undefined,undefined,undefined,undefined,undefined,2012-11-03,undefined,19940208-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP107.1993,SMPTE RP 107:1993,Video and Audio Reference Tape for 1-in Type B Helical-Scan Format,Recommended Practice,10.5594/SMPTE.RP107.1993,https://doi.org/10.5594/SMPTE.RP107.1993,1993-03-05,SMPTE,undefined,true,undefined,undefined,null,undefined,undefined,true,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,107,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19930305-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
